UID,Age,RenovAge,Distance,IsRenovated,AgeSq,InteractionAgeDistance,LogInteraction,SubType,AdCreationAge,AskingPricePerSqm,SquareMeters,LandplotSize,NoView,ViewForest,ViewMountain,ViewSea,ViewUnlimited,NoFacade,FacadeCorner,FacadeFrontage,FacadeInterior,FacadeThrough,HeatType,HeatFrom,EnergyPerformance,WC,AC,Elevator,Parking,StorageRoom,AluminumFrames,Bedrooms,Pool,Garden,FloorLevel,FloorCount,GeoLat,GeoLon,ZoneValue,MarketabillityFactor,AskingPrice,AdminName
property_01KP5TXHMY8CX2BG6GZGCTJ602,126,126,0,0,15876,0,0,detached_house,49,13.461538461538462,260,260,0,0,0,0,0,0,0,0,0,1,autonomous_central,oil,Ζ,1,0,0,0,1,0,4,0,0,0,1,37.9801381,23.7125654,2000,2.2,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V052B4WAD2H41DF4E3BB9,126,126,0,0,15876,0,0,detached_house,12,16.923076923076923,130,130,0,0,0,0,0,0,0,0,0,1,autonomous_central,natural_gas,Η,1,0,0,0,1,0,3,0,1,0,1,37.9860817,23.7384819,2200,1.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TYRV4HBKJYEQ836370EMT,126,5,121,1,15876,15246,586.1466374614895,apartment,7,10.714285714285714,140,480,0,0,1,0,0,0,1,1,0,1,autonomous_central,oil,Δ,2,0,0,1,0,1,3,0,1,1,1,38.0453608,23.831691,1650,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5V7AFJWK5FW9W8WC56M9V4,125,2,123,1,15625,15375,594.8626745550318,detached_house,10,8.75912408759124,137,137,0,0,0,1,0,0,0,1,0,0,autonomous_individual,,Η,2,0,0,0,0,0,4,0,0,0,1,36.3918763,25.4513399,1250,1,0,Περιφερειακή Ενότητα Θήρας
property_01KP5TW5FJEJTS6PGZRTQ9MGBA,125,16,109,1,15625,13625,527.1547278577111,apartment,32,16.666666666666668,180,180,0,0,0,0,0,0,0,0,0,0,,,,2,0,0,0,0,0,2,0,0,1,1,37.9746621,23.7270007,5100,2.1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VMZZNRXRHE2ZPQ43XETC1,125,125,0,0,15625,0,0,apartment,1,25,100,100,0,0,0,0,0,0,0,1,0,1,autonomous_central,,Εξαιρείται,1,0,0,0,0,0,1,0,0,0,1,37.9767117,23.7412301,4250,5.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TTNKGZPZ9E3ZR77357047,125,25,100,1,15625,12500,483.6281906951478,detached_house,3,11.363636363636363,220,220,0,0,0,0,0,0,1,1,0,0,autonomous_individual,,Γ,3,0,0,1,1,0,3,0,1,0,1,37.9897317,23.7231146,1150,1.2,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5W0MC125K7C1W1ZWQQKGDM,125,2,123,1,15625,15375,594.8626745550318,apartment,1,17.857142857142858,70,70,0,0,0,0,0,0,0,0,0,0,autonomous_individual,,Ε,1,0,0,0,1,0,2,0,1,1,1,38.0858349,23.8130418,2000,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5TQ24EPH1P1SJSVK5QBWPE,121,121,0,0,14641,0,0,apartment,2,24.074074074074073,270,270,0,0,0,0,0,0,0,0,0,0,,,Δ,0,0,0,1,0,0,1,0,0,1,2,37.9735596,23.7310138,4500,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TTNKJDTCEGPH9XA0X2QYS,121,121,0,0,14641,0,0,detached_house,11,23.214285714285715,280,280,0,0,0,0,0,0,1,1,0,1,autonomous_central,natural_gas,Α,2,0,0,1,1,0,5,0,0,2,2,37.9737551,23.730854,4500,1.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VSR54FZT839WKQHJ855Q7,121,121,0,0,14641,0,0,apartment,8,17.77777777777778,90,90,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Ζ,2,1,0,0,0,0,3,0,0,0,1,37.976106,23.7153832,2150,1.8,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3W3H0WSYK6ZDE9B2MWKPVA,116,21,95,1,13456,11020,452.40652380578683,apartment,118,13.846153846153847,130,130,0,0,0,0,0,0,0,0,0,1,,,Γ,1,1,0,0,1,0,3,0,1,0,1,37.9873443,23.7439558,2200,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VHD1SG2WE130AT0G339PE,109,5,104,1,11881,11336,488.84995804241134,detached_house,19,70,100,100,0,0,0,0,0,0,0,0,0,1,,,Β,1,0,0,1,1,0,3,0,0,0,1,38.653428,22.466215,650,1,0,Περιφερειακή Ενότητα Φωκίδας
property_01KR3W8T41TW5R5MJP0T8AYTA0,106,6,100,1,11236,10600,467.28288344619057,apartment,1,12.307692307692308,130,130,0,0,0,0,0,0,0,1,0,1,autonomous_central,electricity,Ζ,1,1,0,0,0,1,3,0,1,1,1,37.98441870000001,23.7398612,2550,1.8,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V39KPY1ZKJGTVZ9HM5WT2,106,106,0,0,11236,0,0,apartment,2,12.307692307692308,130,130,0,0,0,0,0,0,0,1,0,1,no_heating,,Ζ,1,1,0,0,0,0,3,0,1,1,1,37.9854332,23.7371799,2200,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3X2AZJ8EVVP4269GZA7JVM,106,106,0,0,11236,0,0,apartment,1,25.49019607843137,102,102,0,0,0,1,0,0,0,0,0,1,autonomous_central,oil,Η,1,1,0,0,1,0,2,0,0,4,1,40.6335032,22.9464563,1600,1,0,Μητροπολιτική Ενότητα Θεσσαλονίκης
property_01KP5VQ5XEXXBWG1J9JANCFDQB,104,3,101,1,10816,10504,470.0499953659098,apartment,4,17.857142857142858,112,112,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Δ,1,1,0,0,0,0,2,0,0,4,1,40.6311354,22.9467396,1600,1,0,Μητροπολιτική Ενότητα Θεσσαλονίκης
property_01KP5V8XF78TWXM3Y2SF9AR2RN,103,8,95,1,10609,9785,441.21713541843036,detached_house,7,11.44,125,125,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Β,2,0,0,1,1,0,2,0,0,0,1,35.3337947,25.1453713,1400,1,0,Περιφερειακή Ενότητα Ηρακλείου
property_01KP5TXHN0B4WZRW6D4FFXRCYV,102,102,0,0,10404,0,0,maisonette,2,18.857142857142858,175,175,0,0,0,0,0,0,1,1,0,1,autonomous_individual,natural_gas,Ζ,1,1,0,0,0,0,3,0,0,2,2,37.9667486,23.7236884,3150,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TX0CJ0WCQAHHM61RHCG2W,102,102,0,0,10404,0,0,apartment,2,21.11801242236025,161,161,0,0,0,0,0,0,1,0,0,0,autonomous_individual,natural_gas,Ζ,1,1,0,0,0,0,3,0,0,2,1,37.9668773,23.7232514,3150,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V7WSCG4WHF8N3V6CYY741,101,101,0,0,10201,0,0,apartment,7,15.384615384615385,130,130,0,0,0,0,0,0,0,1,0,0,central_heating,,Εξαιρείται,1,0,0,0,0,0,2,0,0,1,1,37.964931,23.7240664,3100,1.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3WZ009QBKWR46GWMSCP5HQ,100,100,0,0,10000,0,0,apartment,1,18.072289156626507,83,83,0,0,0,0,0,0,0,1,0,0,autonomous_central,natural_gas,Ζ,1,1,0,0,1,0,2,0,0,0,1,37.9744986,23.733169,3450,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TQM8PTW40MF25PKNRX377,99,3,96,1,9801,9504,442.0963378548568,detached_house,36,47.22222222222222,180,180,0,0,0,0,0,0,1,1,0,0,autonomous_individual,,Α+,2,0,0,0,1,0,3,0,0,0,1,37.9575834,23.7136682,1350,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V4FVHMZPN3QN9A58MCZ78,99,6,93,1,9801,9207,428.28082729689254,apartment,14,10.76923076923077,130,130,0,0,0,0,0,0,0,1,0,1,autonomous_individual,oil,Δ,1,1,0,0,0,0,2,0,0,1,1,37.9872141,23.7430726,2200,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V7AFFCTA08GK586KJSPFW,98,3,95,1,9604,9310,436.53638576278604,apartment,2,11.888111888111888,143,143,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Β+,1,0,0,0,0,0,3,0,0,1,1,35.3358133,25.1270387,1600,1,0,Περιφερειακή Ενότητα Ηρακλείου
property_01KP5VWMMH34GVDYT8FBXT734H,98,1,97,1,9604,9506,445.7266254630552,apartment,9,75,48,48,0,0,0,0,0,0,0,0,0,0,,,Δ,1,0,0,1,0,0,1,0,0,0,1,36.751448,22.800703,1100,1,0,Περιφερειακή Ενότητα Λακωνίας
property_01KP5V9ET1Z29MX270J4QWJMRB,98,98,0,0,9604,0,0,maisonette,3,20,125,125,0,0,0,0,0,0,0,1,0,0,,,Β,2,0,0,0,0,1,2,0,0,1,2,38.071693,23.8110291,1450,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5VZJGXQQSZ3SQ7AQN2HNVH,97,0,97,1,9409,9409,444.74184543104553,apartment,1,30.76923076923077,65,65,0,0,0,0,0,0,0,0,0,0,central_heating,natural_gas,Γ,1,1,0,0,0,1,2,0,0,2,1,37.9690484,23.7266208,2700,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TW5FJEJTS6PGZT0E0F12E,97,5,92,1,9409,8924,421.81700803769263,detached_house,3,18.26923076923077,208,208,0,1,0,0,0,0,1,1,0,1,autonomous_individual,,Α,2,1,0,1,1,1,2,0,1,0,1,38.0724111,23.7991209,1050,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5VGFSRKZYVTBKNB45K0MQZ,96,22,74,1,9216,7104,338.52861240925034,detached_house,1,11,100,100,0,0,1,0,0,0,0,0,0,0,autonomous_individual,,Εξαιρείται,1,0,0,1,1,0,3,0,1,0,1,35.164621,25.361574,600,1,0,Περιφερειακή Ενότητα Ηρακλείου
property_01KP5W1P52CNZPTEXZQJSV56EY,96,1,95,1,9216,9120,434.59754295782136,detached_house,9,27.272727272727273,55,55,0,0,0,1,0,0,0,0,0,0,autonomous_individual,electricity,Η,1,1,0,0,0,0,2,0,1,0,1,37.7407646,23.4312502,1150,1,0,Περιφερειακή Ενότητα Νήσων
property_01KR3VH9T521K2TGEQCM1RD9N8,96,1,95,1,9216,9120,434.59754295782136,detached_house,5,31.25,240,625,0,0,0,0,0,0,1,1,0,1,autonomous_individual,electricity,Γ,3,0,0,1,0,1,5,1,1,0,1,37.8842348,23.7305455,2650,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KN75BC58DH2HEDBNTKY76X7E,96,3,93,1,9216,8928,425.4481210008146,detached_house,13,25.384615384615383,104,104,0,0,0,1,0,0,0,1,0,1,autonomous_central,,Α,1,0,0,0,1,1,2,0,1,0,1,37.9353262,23.6302867,1900,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KR3X9DYYSCS0MNRNX9QQB26J,96,3,93,1,9216,8928,425.4481210008146,detached_house,31,25.384615384615383,104,104,0,0,0,1,0,0,0,1,0,0,autonomous_central,electricity,Ε,2,0,0,0,1,0,2,0,1,0,1,37.9369836,23.6299932,1900,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75AWDX0RVNR6M1CCS325P6,96,3,93,1,9216,8928,425.4481210008146,detached_house,7,12.5,120,120,0,0,0,1,0,0,0,1,0,1,autonomous_central,electricity,Ε,1,0,0,0,0,0,3,0,0,-1,3,37.9412663,23.6570883,1800,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KN75AC0T5DCFMMXQH703FH49,96,2,94,1,9216,9024,430.02283197931797,apartment,18,9.62962962962963,135,135,0,0,0,0,0,0,0,1,0,0,,,Ε,2,1,0,0,1,0,3,0,0,0,1,37.943806,23.6619318,1500,1,0,Περιφερειακή Ενότητα Πειραιώς
property_01KP5V7WSJ9B3M6H5PMDK6BH3Y,96,1,95,1,9216,9120,434.59754295782136,detached_house,2,80,150,150,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Α+,3,0,0,0,1,0,3,0,1,0,1,37.9693388,23.7239909,3150,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3VR0BA2R727A4MVNHQXCYT,96,96,0,0,9216,0,0,apartment,0,19.607843137254903,255,255,0,0,0,0,0,0,0,1,0,1,,,Ζ,2,0,0,0,0,0,3,0,0,4,1,37.9773125,23.7493514,4250,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V5Z9SGFRW5GTVRD7C8GRV,96,96,0,0,9216,0,0,apartment,12,20.833333333333332,120,120,0,0,0,0,0,0,0,1,0,1,autonomous_individual,,Δ,1,1,0,0,1,0,2,0,0,1,1,37.9794571,23.7469286,3800,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TXHN0B4WZRW6D4DH0237E,96,31,65,1,9216,6240,297.3562136027199,apartment,3,16.24548736462094,277,277,0,0,0,0,0,0,0,0,0,0,central_heating,,Δ,3,0,0,0,1,0,5,0,0,3,1,37.979602,23.7427493,3800,1.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TQM8RZP9S3PT699DFC9GC,96,96,0,0,9216,0,0,apartment,5,7.096774193548387,155,155,0,0,0,0,0,0,1,1,0,1,autonomous_individual,natural_gas,Β,1,1,0,0,0,1,3,0,0,1,1,37.9903822,23.7335298,2000,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V5ZAE8MQNVGQN98XR76Q0,96,96,0,0,9216,0,0,apartment,26,8,150,150,0,0,0,0,0,0,0,1,0,1,central_heating,oil,Ε,1,0,0,0,1,0,3,0,0,3,1,38.000901,23.7302682,1450,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V4FVHMZPN3QN99Z3R867V,96,6,90,1,9216,8640,411.72398806530447,apartment,4,8.571428571428571,140,255,0,0,0,0,0,0,0,1,0,1,autonomous_central,electricity,Δ,1,1,0,0,0,0,2,0,1,0,1,38.0028396,23.7367897,1650,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TPAY7G35E6ZQ5WYGQCNHM,96,96,0,0,9216,0,0,detached_house,60,6.289308176100629,318,318,0,0,0,0,0,0,1,0,0,0,,,,3,0,0,0,1,0,5,0,1,0,1,38.0235273,23.7439415,1450,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TR3P14Z6NPNAG6EHP9NSC,96,36,60,1,9216,5760,274.48265871020294,detached_house,3,10.416666666666666,240,1500,0,0,0,0,0,0,0,1,0,0,autonomous_central,natural_gas,Δ,2,1,0,1,0,0,3,0,1,1,2,38.0690445,23.7988277,1450,1,0,Περιφερειακή Ενότητα Βορείου Τομέα Αθηνών
property_01KP5WBH0XMBC08J6JMSZQGV19,96,4,92,1,9216,8832,420.8734100223112,apartment,44,133.33333333333334,60,60,0,0,0,0,0,0,0,0,0,0,,,Β,1,0,0,0,0,0,2,0,0,0,1,38.4800652,22.5857055,1100,1,0,Περιφερειακή Ενότητα Βοιωτίας
property_01KP5V7AFJWK5FW9W8VBRHZM1D,96,96,0,0,9216,0,0,apartment,3,15.384615384615385,130,1,0,0,0,0,0,0,1,0,0,0,,,Γ,1,1,0,0,0,0,2,0,0,4,1,40.6313517,22.9475559,1600,1,0,Μητροπολιτική Ενότητα Θεσσαλονίκης
property_01KP5V7WSQ035R23RGCF5QHVX5,93,9,84,1,8649,7812,381.63676171068033,apartment,70,17.424242424242426,132,132,0,0,0,0,0,0,0,0,0,1,,,Β,1,0,0,0,1,0,4,0,0,1,1,37.9780321,23.7333907,4150,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V5Z9VMB1X4NJ1N0EPQPP4,93,93,0,0,8649,0,0,apartment,25,9.448818897637794,127,127,0,0,0,0,0,0,1,1,0,1,central_heating,natural_gas,Η,2,0,0,0,1,1,3,0,0,2,1,37.9802185,23.7387851,3850,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VDEWRKFFGN70B1X8GMRDE,93,93,0,0,8649,0,0,apartment,5,11.682242990654206,107,107,0,0,0,0,0,0,0,0,0,0,,,Εξαιρείται,1,0,0,0,0,0,4,0,0,0,1,37.9812603,23.7361952,3850,2.4,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VF9BHTD4VNAYK60Z069K2,93,93,0,0,8649,0,0,apartment,2,15,80,80,0,0,0,0,0,0,1,1,0,1,autonomous_central,oil,Γ,1,0,0,0,0,0,2,0,0,1,1,40.6381036,22.9467619,1400,2,0,Μητροπολιτική Ενότητα Θεσσαλονίκης
property_01KP5VHD1QHP5DDXHHWR9P2NSV,93,93,0,0,8649,0,0,apartment,8,13.529411764705882,85,85,0,0,0,0,0,0,0,0,0,0,autonomous_central,oil,Β,1,1,0,0,0,1,2,0,0,1,1,40.6403396,22.9478834,1300,1,0,Μητροπολιτική Ενότητα Θεσσαλονίκης
property_01KP5V9ET2Y9E25KRMZW33K0AS,92,4,88,1,8464,8096,398.86875539748655,detached_house,7,37.5,80,350,0,0,1,0,0,0,0,1,0,0,,,Γ,1,0,0,1,0,0,2,0,1,0,1,37.9720126,23.7148092,2050,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VQP4EEFXZ122MY75W8HVQ,92,0,92,1,8464,8464,416.9991533700996,apartment,2,13.75,80,80,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Δ,1,0,0,0,1,0,2,0,0,2,1,37.9726206,23.7275469,4800,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V7WSG4PK3MA188HHXEMKZ,92,0,92,1,8464,8464,416.9991533700996,apartment,3,10,130,130,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Α+,1,0,0,0,1,0,2,0,0,2,1,37.989057,23.734074,2000,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V7WSHFZZRMWQKT7YP2MYQ,92,0,92,1,8464,8464,416.9991533700996,apartment,3,10,130,130,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Α+,1,0,0,0,1,0,2,0,0,3,1,37.989057,23.734074,2000,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VSR54FZT839WKPXP2VKFV,91,91,0,0,8281,0,0,apartment,12,12,100,140,0,0,0,0,0,0,0,0,0,0,autonomous_central,natural_gas,Η,1,1,0,0,0,1,2,0,1,0,1,37.9577055,23.7020976,1350,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TY3F4YEDTRBZE6K01GNPB,91,0,91,1,8281,8281,411.4827605114627,detached_house,2,25.652173913043477,115,115,0,0,0,0,0,0,1,1,0,0,autonomous_individual,,Ε,2,0,0,0,0,0,3,0,0,0,1,37.968283,23.7303087,3500,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3VPBPMHBHFZRT9BBSR51A0,91,91,0,0,8281,0,0,apartment,1,42.5,200,200,0,0,0,0,0,0,0,0,0,1,autonomous_central,natural_gas,Α,2,1,0,0,1,0,4,0,0,5,1,37.9782371,23.741843,4250,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V39KV0M7GN80N5XF9W3H6,91,1,90,1,8281,8190,406.96097193441364,apartment,5,15.862068965517242,145,145,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Δ,1,1,0,0,0,0,4,0,1,0,1,37.9838968,23.7417369,2850,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TW5FEG5V5A5NV4J46MAKJ,91,6,85,1,8281,7735,384.35202904916844,apartment,5,12.987012987012987,154,154,0,0,0,0,0,0,1,1,0,1,autonomous_central,natural_gas,Δ,1,0,0,0,1,0,4,0,0,4,1,37.9854485,23.734515,2200,1.3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TYRV3B0RYXPRVMNRK2M5G,91,1,90,1,8281,8190,406.96097193441364,apartment,8,15.172413793103448,145,145,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Η,1,1,0,0,1,1,3,0,0,0,1,37.9875658,23.746045,1300,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3W8T46KS0PQJ4N4KBNMD0H,91,9,82,1,8281,7462,370.78666331802134,apartment,1,8.88888888888889,135,135,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Η,1,0,0,0,0,1,3,0,0,2,1,37.9893185,23.7342779,2000,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V7WSEY3867Q1R690DSY4C,91,0,91,1,8281,8281,411.4827605114627,apartment,4,9.62962962962963,135,135,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Α+,1,0,0,0,1,0,2,0,0,1,1,37.989517,23.7338138,2000,1.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V052B4WAD2H41CDE6J08C,91,91,0,0,8281,0,0,apartment,7,8.88888888888889,135,135,0,0,0,0,0,0,0,1,0,0,autonomous_central,oil,Ε,1,0,0,0,1,1,2,0,0,2,1,37.992428,23.728708,1450,1.3,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3Z5X2R4HFWXJYDH6TXT9XS,90,0,90,1,8100,8100,405.97735558651647,detached_house,1,20.58823529411765,68,119,0,1,1,0,0,0,1,0,0,1,autonomous_central,natural_gas,Β,2,1,0,1,0,1,2,0,1,0,1,37.9600832,23.7396383,1850,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VQ5XGYS3YTE7441H3G3X6,90,2,88,1,8100,7920,396.95563657348276,apartment,3,13.636363636363637,99,99,0,0,0,0,0,0,0,0,1,0,autonomous_individual,,Γ,1,0,0,0,0,0,1,0,0,0,1,37.9779845,23.7426072,4250,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KR3WPFHBS2C6EFGHQAZCY0H7,90,0,90,1,8100,8100,405.97735558651647,apartment,1,21.428571428571427,84,84,0,0,0,0,0,0,1,0,0,0,autonomous_individual,natural_gas,Δ,1,1,0,0,1,1,2,0,0,4,1,37.97821769999999,23.7411716,4250,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VBR96ENPHKZ8CE8DWMGNZ,90,90,0,0,8100,0,0,apartment,1,11.5,100,100,0,0,0,0,0,0,0,0,0,1,central_heating,natural_gas,Η,1,0,0,0,1,0,2,0,0,1,1,37.9904113,23.7329085,2000,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VGFSY3JMENTNS73K0F4EG,89,14,75,1,7921,6675,337.4857252747699,apartment,1,21.50537634408602,93,93,0,0,0,0,0,0,0,1,0,0,central_heating,natural_gas,Γ,1,1,0,0,0,0,1,0,0,3,1,37.9786692,23.7425191,4250,2,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TXHMY8CX2BG6GYZTJQ44C,88,88,0,0,7744,0,0,detached_house,25,14.184397163120567,282,282,0,0,0,0,0,0,1,1,0,1,no_heating,,,2,0,0,0,1,0,4,0,1,0,1,37.9664416,23.7387523,2200,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TY3F857XTSRWA1Q37823Q,88,88,0,0,7744,0,0,apartment,15,15.714285714285714,140,140,0,0,0,0,0,0,0,0,0,0,,,Ε,1,0,0,0,0,1,4,0,0,4,1,37.9773814,23.740835,4250,4.2,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V8XEXFKKNRPST9XSM8HJM,88,1,87,1,7744,7656,390.5113641666961,detached_house,8,29.166666666666668,120,120,0,0,0,0,0,0,0,1,0,0,autonomous_individual,,Β,1,0,0,0,0,0,2,0,0,1,1,37.9779014,23.7253736,2750,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V8XFG6H3FDSRZJKKJP4VM,88,4,84,1,7744,7392,377.04545505749974,apartment,11,20,150,150,0,0,0,0,0,0,0,1,0,0,central_heating,oil,Δ,1,1,0,0,1,0,2,0,0,3,1,37.9790517,23.7459391,4250,2.6,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VF9BAPA8MVRWK0C43D0XK,88,2,86,1,7744,7568,386.02272779696403,apartment,13,15.765765765765765,111,111,0,0,0,0,0,0,0,1,0,1,autonomous_central,electricity,Γ,1,1,0,0,0,1,4,0,0,4,1,37.9798368,23.7359417,3850,3.8,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5V5ZAD567W40FGX639671Z,88,88,0,0,7744,0,0,detached_house,1,16.666666666666668,120,120,0,0,0,0,0,0,0,1,0,0,no_heating,,Γ,1,0,0,0,0,0,2,0,0,0,1,37.9979494,23.736838,1650,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TY3FJ8AM6MVZQBGGD2VEK,88,88,0,0,7744,0,0,detached_house,1,23.076923076923077,130,130,0,0,0,0,0,0,0,1,0,0,no_heating,,Γ,1,0,0,0,0,0,3,0,0,1,1,37.9987837,23.7345011,1650,1.5,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5W5X818PR7A74TK6S3Z1MS,88,1,87,1,7744,7656,390.5113641666961,apartment,14,16,75,150,0,0,0,0,0,0,0,0,1,0,no_heating,,Α,1,1,0,0,0,1,2,0,1,0,1,37.9989752,23.7242636,1550,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5VMZZF263A3P4JS32R8V7M,87,4,83,1,7569,7221,371.61895560169114,apartment,2,16.203703703703702,108,108,0,0,0,0,0,0,0,1,0,1,,,Γ,2,1,0,0,0,1,3,0,0,2,1,37.9748545,23.7319567,4500,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5W8KMSS2WPP38EF68EME8A,86,3,83,1,7396,7138,370.6703738483304,apartment,2,16.428571428571427,70,70,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Ζ,1,1,0,0,0,1,1,0,0,2,1,37.9747011,23.7301842,4500,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
property_01KP5TQ23W55SFAQC04DDCFFRF,86,18,68,1,7396,5848,303.6817520685117,apartment,8,31.176470588235293,170,170,0,0,0,0,0,0,1,1,0,1,central_heating,oil,Γ,2,1,0,1,1,1,3,0,0,3,1,37.9752471,23.7421164,6700,1,0,Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών
