UID,Age,RenovAge,Distance,IsRenovated,AgeSq,InteractionAgeDistance,LogInteraction,SubType,AdCreationAge,AskingPricePerSqm,SquareMeters,LandplotSize,NoView,ViewForest,ViewMountain,ViewSea,ViewUnlimited,NoFacade,FacadeCorner,FacadeFrontage,FacadeInterior,FacadeThrough,HeatType,HeatFrom,EnergyPerformance,WC,AC,Elevator,Parking,StorageRoom,AluminumFrames,Bedrooms,Pool,Garden,FloorLevel,FloorCount,GeoLat,GeoLon,ZoneValue,MarketabillityFactor,AskingPrice,AdminName
property_01KP5VK2KX1T18Q2QFHCE42YM6,26,26,0,0,676,0,0,apartment,8,11.607142857142858,112,112,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Γ,1,0,0,0,0,1,3,0,0,2,1,37.8345311,23.8019966,1550,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3VJYJDGZR5J7AS9DHDA0RZ,26,18,8,1,676,208,26.366694928034633,apartment,7,17.647058823529413,170,850,0,0,0,1,0,0,1,1,0,1,autonomous_central,natural_gas,Γ,2,1,0,1,1,1,4,0,1,3,1,37.8357979,23.7746889,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3VJYJFRNAVSRCTNBP1B4ZW,26,4,22,1,676,572,72.50841105209524,apartment,0,21.875,160,160,0,0,0,0,0,0,0,0,0,0,autonomous_individual,oil,Δ,2,1,0,1,0,1,3,1,1,2,1,37.8365277,23.7743924,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TSW530VDAYFQ6FSG3CJJD,26,4,22,1,676,572,72.50841105209524,apartment,1,21.875,160,160,0,0,0,0,0,0,0,0,0,0,autonomous_individual,oil,Δ,2,1,0,1,0,1,3,1,1,2,1,37.8365277,23.7743924,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5VF9B2NFBK1TYQ0EHHP8XD,26,4,22,1,676,572,72.50841105209524,apartment,13,13.181818181818182,110,110,0,0,0,0,0,0,0,0,0,0,central_heating,oil,Β,2,1,0,1,1,1,3,0,1,0,1,37.8369284,23.8187916,1350,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TS7MR4A2087DMYFJHT93G,26,26,0,0,676,0,0,apartment,1,17.647058823529413,170,170,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Γ,2,0,0,1,1,1,4,0,1,3,1,37.8379905,23.7753485,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TX0CE40RRYKW9HZC8P594,26,26,0,0,676,0,0,apartment,7,17.647058823529413,170,170,0,1,1,1,0,0,1,1,0,1,autonomous_central,natural_gas,Γ,2,1,0,1,1,1,4,0,1,3,1,37.8380849,23.7744688,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TXHN1WBP3DDNEE8HPRKCM,26,26,0,0,676,0,0,apartment,5,16.228070175438596,228,228,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Δ,2,0,0,1,0,1,4,0,0,4,2,37.83811190000001,23.7716682,2800,1.2,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5VDEWH7Z25N8B3PN1WVGKC,26,26,0,0,676,0,0,apartment,1,18.67924528301887,106,106,0,0,1,0,0,0,0,1,0,0,autonomous_individual,,Δ,1,1,0,1,1,1,3,1,0,3,1,37.8382849,23.78129,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TSW58PDA7QN32NZ516MG8,26,26,0,0,676,0,0,maisonette,4,11.965811965811966,234,234,0,0,0,0,0,0,0,0,0,1,autonomous_central,oil,Γ,4,1,0,1,0,0,4,0,0,4,1,37.83832930000001,23.7744949,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TRPCMHWR2M460SS7HQGTH,26,26,0,0,676,0,0,apartment,3,14.705882352941176,170,170,0,0,0,1,0,0,0,0,0,0,,,Α,2,1,0,1,1,0,4,0,0,1,1,37.839883,23.7734395,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TRPCMHWR2M460ST7MZPAT,26,26,0,0,676,0,0,apartment,3,20.58823529411765,170,170,0,0,0,0,0,0,0,0,0,0,autonomous_central,oil,Α,2,1,0,1,1,0,1,0,1,0,1,37.8401207,23.7732674,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3W59G3E64YC73JA0NJ985M,26,16,10,1,676,260,32.95836866004329,apartment,1,12.5,120,120,0,1,0,1,0,0,0,1,0,1,,,Β+,1,0,0,0,1,1,1,0,0,1,1,37.8402381,23.7766489,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5V052B4WAD2H41BXB88NSW,26,26,0,0,676,0,0,apartment,10,20.833333333333332,120,1500,0,1,0,0,0,0,0,0,0,1,autonomous_central,,Β+,1,1,0,1,1,0,2,0,1,2,1,37.8405106,23.7730421,2400,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TPAYBXHY4RRVYNZAE2CB8,26,26,0,0,676,0,0,detached_house,12,5.411255411255412,462,462,0,1,0,0,0,0,0,0,0,0,central_heating,oil,Γ,3,1,0,1,0,0,5,0,0,2,1,37.8406072,23.9284843,1000,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TN84AVAYFZGB5Z2T0E2FC,26,26,0,0,676,0,0,detached_house,3,11.515151515151516,330,330,0,0,1,1,0,0,0,0,0,1,autonomous_central,natural_gas,Γ,3,0,0,1,1,0,5,0,1,0,4,37.8415034,23.7818064,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TSW530VDAYFQ6FQYW867S,26,26,0,0,676,0,0,apartment,3,23.563218390804597,174,1000,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Α+,2,1,0,1,1,1,2,0,0,2,1,37.8421602,23.7605635,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3WXAVY28SNW5XRT99FF8PP,26,26,0,0,676,0,0,apartment,8,13.333333333333334,90,90,0,0,0,0,0,0,0,1,0,0,autonomous_central,oil,Γ,1,0,0,0,0,1,2,0,1,0,1,37.8426372,23.7755777,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TQ23YRB1N4EKFQRY9SH4A,26,26,0,0,676,0,0,maisonette,4,12.5,400,350,0,0,0,1,0,0,0,0,0,0,autonomous_individual,oil,Δ,4,0,0,1,1,1,5,0,1,0,1,37.8427772,23.7767872,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3VH9SZSSRA3H4HGTGH1WZS,26,26,0,0,676,0,0,apartment,84,12.5,240,240,0,0,0,0,0,0,0,0,0,1,autonomous_individual,natural_gas,Γ,3,1,0,1,0,1,3,0,0,2,1,37.8429519,23.764252,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3ZE9RKB7CFAT50EG0Y2HCV,26,26,0,0,676,0,0,apartment,0,17.647058823529413,68,68,0,0,0,0,0,0,0,1,0,0,autonomous_central,,Β,1,0,0,0,0,1,2,0,0,1,1,37.8433341,23.7661896,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3VPBPGS7RCPVWMF15DHG1D,26,6,20,1,676,520,65.91673732008658,maisonette,1,12.941176470588236,170,170,0,1,1,0,0,0,0,0,0,1,autonomous_central,oil,Γ,1,1,0,0,1,1,3,1,1,1,2,37.8454485,23.7832242,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TX0CG9XVQFA8CR66FK7N0,26,6,20,1,676,520,65.91673732008658,maisonette,5,12.941176470588236,170,170,0,1,1,0,0,0,0,0,0,1,autonomous_central,oil,Γ,1,1,0,0,1,1,3,1,1,1,2,37.8454485,23.7832242,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TNRRW9HPKYWPF7SY2S5MD,26,26,0,0,676,0,0,detached_house,7,20.238095238095237,420,420,0,0,0,0,0,0,0,0,0,0,autonomous_individual,,Γ,5,0,0,0,1,0,5,0,0,0,1,37.8455923,23.7594519,2800,1.5,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5V4FVJM9443FK3JS375SN8,26,2,24,1,676,624,79.1000847841039,apartment,14,13.166666666666666,120,120,0,0,0,0,0,0,0,0,0,1,autonomous_central,natural_gas,Β,2,1,0,1,0,1,2,0,1,0,1,37.8457032,23.7674099,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3VJYJH68V3235AKJ7JGSSH,26,6,20,1,676,520,65.91673732008658,apartment,1,14.375,160,1000,0,1,0,0,0,0,0,0,0,1,autonomous_central,oil,Γ,2,1,0,1,1,1,4,0,1,1,1,37.8468475,23.7704526,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5VANXS79M9W11634GSW02F,26,26,0,0,676,0,0,apartment,10,13.4,100,100,0,0,0,0,0,0,0,0,0,0,autonomous_individual,electricity,Δ,1,1,0,1,0,0,3,0,0,3,1,37.8485828,23.7638877,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3W3H0K2FTR6Y6JHT4Z69KZ,26,3,23,1,676,598,75.80424791809958,apartment,15,11.25,120,120,0,0,1,1,0,0,0,1,0,0,,,Γ,1,1,0,0,1,1,1,0,0,1,1,37.84863319999999,23.7849003,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TXHN49EVY93ZASE8DZN6Q,26,3,23,1,676,598,75.80424791809958,apartment,17,11.25,120,120,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Γ,1,0,0,0,1,1,1,0,0,1,1,37.84863319999999,23.7849003,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TNRRTGSBKVVPT06CPFJ1E,26,26,0,0,676,0,0,maisonette,10,8.571428571428571,420,420,0,0,0,1,0,0,0,1,0,1,autonomous_central,oil,Β,5,1,0,1,1,1,5,0,1,-1,4,37.8504128,23.7807838,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3VR0B3PE9DBNCD64B3WKKN,26,26,0,0,676,0,0,maisonette,3,10.285714285714286,175,175,0,1,0,0,0,0,0,1,0,1,autonomous_central,oil,Δ,2,1,0,1,0,1,3,1,1,0,2,37.8506322,23.7800831,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3VJYJC945QPB32FJK3NKMX,26,1,25,1,676,650,82.39592165010822,maisonette,1,16.473988439306357,173,653,0,0,0,0,0,0,1,1,0,1,autonomous_central,oil,Β,3,0,0,1,1,1,3,0,1,1,2,37.8512486,23.772799,2600,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5V5Z9T8QM6Z77YJFTNDGWF,26,11,15,1,676,390,49.43755299006494,apartment,8,16,125,125,0,0,1,0,0,0,0,1,0,1,autonomous_central,oil,Γ,2,1,0,1,0,1,3,0,1,3,1,37.8514747,23.7583787,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5V8XF8BDJV0XEMH8D0AET6,26,7,19,1,676,494,62.62090045408225,apartment,14,20.689655172413794,145,145,0,0,0,0,0,0,0,0,0,0,autonomous_central,,Α,1,1,0,0,1,1,2,0,1,1,1,37.8516764,23.7633061,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TNRRVZGTSPRVPFJXG094S,26,26,0,0,676,0,0,maisonette,11,14.0625,320,320,0,1,1,1,0,0,0,0,0,1,autonomous_central,,Γ,2,1,0,1,1,1,3,0,1,4,2,37.8519587,23.7841543,2500,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR3VCKX038GE2ZHDB1P16FSM,26,1,25,1,676,650,82.39592165010822,detached_house,1,10,330,330,0,1,1,1,0,0,0,1,0,1,autonomous_central,oil,Γ,3,1,0,1,1,1,3,0,1,0,4,37.8521498,23.7833592,2500,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TR3NMGD85VAMX1ZNXKWKV,26,0,26,1,676,676,85.69175851611256,maisonette,2,11.217391304347826,230,500,0,0,0,1,0,0,0,1,0,0,autonomous_individual,oil,Β,2,1,0,1,1,1,4,0,0,2,1,37.8522094,23.7812417,2500,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TRPCGR2BC2HH0C3W192CD,26,26,0,0,676,0,0,maisonette,5,12.5,280,800,0,0,0,1,0,0,0,1,0,0,autonomous_central,oil,Δ,3,0,0,0,1,1,4,0,0,3,2,37.8524562,23.7544176,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TPAY59GX92YRMB65JECQX,26,26,0,0,676,0,0,detached_house,23,27.5,400,400,0,0,0,0,0,0,1,1,0,1,autonomous_central,oil,Δ,6,0,0,1,1,1,6,1,1,0,1,37.8528675,23.7536269,2800,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5W70X0ZB1QW9GMTG02ZX0S,26,26,0,0,676,0,0,apartment,1,29.82456140350877,57,57,0,0,0,0,0,0,0,0,0,0,central_heating,,Δ,1,0,0,1,1,0,1,0,0,1,1,37.8548288,23.7570589,3550,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3W1XGCD0YRER54ZR7RVS5E,26,7,19,1,676,494,62.62090045408225,maisonette,8,16,150,150,0,0,0,1,0,0,0,1,0,1,autonomous_central,electricity,Β,2,1,0,1,0,1,3,0,0,0,1,37.8551524,23.7781111,2500,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TSW58PDA7QN32NJ40JHDR,26,2,24,1,676,624,79.1000847841039,maisonette,2,11.521739130434783,230,400,0,0,0,1,0,0,0,1,0,1,,,Β,2,1,0,1,0,1,4,0,1,0,2,37.8552501,23.7825737,2500,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TQM8GYRMS1RBWB797BYXG,26,1,25,1,676,650,82.39592165010822,maisonette,10,15,180,180,0,0,1,1,0,0,0,1,0,0,autonomous_individual,,Α,2,0,0,1,1,0,3,0,1,0,1,37.8562794,23.776507,2500,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KR409Q0FY1QC7TJ1JQEQC2TM,26,2,24,1,676,624,79.1000847841039,apartment,1,26.31578947368421,57,57,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Δ,1,1,0,1,1,1,1,0,1,1,1,37.8564672,23.7566481,3550,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VWMMJNX3VJG4AF575YVPV,26,26,0,0,676,0,0,apartment,30,31.57894736842105,57,57,0,0,0,0,0,0,0,1,0,1,autonomous_central,natural_gas,Δ,1,1,0,1,1,1,1,0,1,1,1,37.8569831,23.7553248,3550,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TR3NWFMW15AVGVEZE62QS,26,26,0,0,676,0,0,maisonette,14,8,250,300,0,0,0,1,0,0,0,1,0,1,autonomous_central,oil,Ζ,1,1,0,1,1,0,2,0,1,1,2,37.8577206,23.7763156,2500,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TX0CC3SWX80M4C8X5RPZH,26,26,0,0,676,0,0,apartment,20,18.23204419889503,181,181,0,0,0,0,0,0,0,0,0,1,autonomous_central,oil,Β,2,1,0,1,1,1,3,1,1,1,1,37.8577751,23.7627947,3550,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TQM8SXFA30S9JESSVAREP,26,26,0,0,676,0,0,maisonette,4,10.817307692307692,208,208,0,0,1,1,0,0,0,1,0,0,autonomous_individual,,Δ,3,0,0,0,1,0,3,0,0,0,1,37.8579363,23.777243,2500,1,0,Περιφερειακή Ενότητα Ανατολικής Αττικής
property_01KP5TSW530VDAYFQ6ERW35HGJ,26,26,0,0,676,0,0,maisonette,3,12.435233160621761,193,720,0,0,0,0,0,0,1,1,0,1,autonomous_central,natural_gas,Β,2,1,0,1,1,1,3,0,1,0,1,37.8588715,23.7573793,3550,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TRPCHDFMTBD1ST6NMEG4R,26,26,0,0,676,0,0,apartment,19,21.875,160,160,0,0,0,1,0,0,0,0,0,1,autonomous_central,oil,Γ,2,1,0,1,1,1,3,0,0,3,1,37.8610469,23.7655991,2500,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TSW50ZD8XFJ9ZHB6RY4AT,26,1,25,1,676,650,82.39592165010822,apartment,6,29.761904761904763,168,168,0,0,1,0,0,0,1,1,0,1,autonomous_central,natural_gas,Δ,2,1,0,1,1,1,3,0,1,3,1,37.8616731,23.756822,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3WH829B03S0BJG1RN5S553,26,26,0,0,676,0,0,apartment,1,12.5,120,120,0,0,1,0,0,0,0,1,0,0,autonomous_individual,,Β,2,0,0,1,1,0,2,0,1,1,1,37.8620545,23.7703026,2700,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VNHYN52N2BN1SQYQRWD0G,26,26,0,0,676,0,0,apartment,5,40.86021505376344,93,93,0,0,0,0,0,0,0,1,0,1,central_heating,oil,Γ,2,1,0,0,0,1,2,0,0,4,1,37.8620711,23.756249,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TY3FCTH6CAZSNBWQKF173,26,0,26,1,676,676,85.69175851611256,apartment,6,11.347517730496454,141,450,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Γ,2,1,0,1,1,1,2,0,0,0,1,37.862142,23.7678527,2500,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3W08NJ6G6V3TZ4GA9EJM26,26,6,20,1,676,520,65.91673732008658,apartment,1,12.592592592592593,135,600,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Β,2,0,0,1,1,1,3,0,0,2,1,37.8622835,23.7659138,2500,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TX0CDTXB5F9MA4K0WNS3T,26,26,0,0,676,0,0,maisonette,14,21.57894736842105,190,190,0,0,0,0,0,0,0,1,0,1,,,Δ,1,1,0,1,1,1,3,0,1,0,1,37.86262,23.7502217,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3VH9STVB9G7120NHAVS2FM,26,26,0,0,676,0,0,apartment,8,28.75,240,240,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Ε,3,0,0,1,1,1,4,0,0,3,1,37.8628025,23.7489305,3200,3.4,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TR3NT4CS03E95HHP2PG5H,26,26,0,0,676,0,0,apartment,19,19.23076923076923,182,182,0,0,0,0,0,0,1,1,0,1,autonomous_central,oil,Δ,2,1,0,1,0,1,3,1,1,1,1,37.8630615,23.7590226,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3WYZZZKAD1T1DZ7NTFY4T5,26,2,24,1,676,624,79.1000847841039,apartment,16,16.091954022988507,87,87,0,0,1,0,0,0,1,0,0,0,autonomous_central,,Γ,1,0,0,1,1,0,2,0,0,2,1,37.8631833,23.7605635,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TS7MR4A2087DMWT0Q068J,26,1,25,1,676,650,82.39592165010822,apartment,2,29.761904761904763,168,168,0,0,1,0,0,0,1,1,0,1,autonomous_central,natural_gas,Γ,2,1,0,1,1,1,3,0,0,0,1,37.8632529,23.7594454,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TYRVDZCWP9PSPBZ6S7B9H,26,0,26,1,676,676,85.69175851611256,apartment,2,11.347517730496454,141,141,0,0,0,0,0,0,0,0,0,1,autonomous_individual,oil,Β,2,1,0,0,1,1,2,0,1,0,1,37.8633688,23.7700794,2700,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VZJGVJQB8A21R9HB3ZSRM,26,26,0,0,676,0,0,apartment,10,30.90909090909091,55,55,0,0,0,1,0,0,0,0,0,0,,,Δ,1,1,0,1,1,0,1,0,1,1,1,37.8639664,23.7596867,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TYRV1KXXYMGHF2KHMRHST,26,26,0,0,676,0,0,detached_house,26,45.833333333333336,120,480,0,0,0,0,0,0,0,0,0,0,autonomous_central,oil,Γ,1,1,0,0,0,1,2,0,1,0,1,37.8643041,23.7581063,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VNHYN52N2BN1SRSHV7F5R,26,26,0,0,676,0,0,apartment,6,18,100,100,0,0,0,0,0,0,0,0,0,0,,,Α,0,1,0,1,1,0,3,0,0,3,1,37.8644024,23.7504909,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VFTK308Q09YV9N3SJV50C,26,26,0,0,676,0,0,apartment,18,16.091954022988507,87,87,0,0,0,0,0,0,0,0,0,0,autonomous_individual,natural_gas,,1,1,0,1,1,1,2,0,0,2,1,37.8648197,23.7595568,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TQ24DQ6SV9JKXM5GZH60X,26,26,0,0,676,0,0,apartment,19,30.357142857142858,280,280,0,0,0,1,0,0,0,1,0,1,autonomous_central,natural_gas,Δ,4,0,0,1,0,1,5,0,0,3,1,37.8650967,23.7464624,3200,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V8CADV4KHHQA47SDSMRKJ,26,26,0,0,676,0,0,apartment,6,11.428571428571429,140,140,0,0,0,0,0,0,0,0,0,0,autonomous_central,,Γ,0,0,0,0,1,0,2,0,0,1,1,37.8651101,23.7711618,2700,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VCB92GEGHNQA5HW0QAWEA,26,1,25,1,676,650,82.39592165010822,maisonette,7,18.095238095238095,105,105,0,0,0,1,0,0,0,1,0,0,,,Γ,2,1,0,0,1,1,3,0,1,4,2,37.8655341,23.7569162,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TRPCMHWR2M460S7RNC9K1,26,26,0,0,676,0,0,apartment,23,22.7027027027027,185,185,0,0,0,0,0,0,0,1,0,1,autonomous_central,,,3,1,0,1,1,1,3,0,0,1,1,37.8658167,23.7449917,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TXHN3B3WZM05WYVD5WBH4,26,26,0,0,676,0,0,apartment,27,22.307692307692307,130,130,0,0,0,0,0,0,0,1,0,1,autonomous_central,,Ε,2,1,0,1,1,1,2,0,1,0,1,37.8658167,23.7449917,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TR3NS1ZNV9F75HM7K73NP,26,26,0,0,676,0,0,apartment,23,20,185,185,0,0,0,0,0,0,0,1,0,1,autonomous_central,,,3,1,0,1,1,1,3,0,0,1,1,37.8658167,23.7449917,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V6NDN0C34AFJHGYQ05VAM,26,26,0,0,676,0,0,apartment,23,21.6,125,125,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Γ,1,1,0,1,1,1,2,0,0,1,1,37.8658167,23.7449917,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V6NDM3R1EAASAE4NHSSMK,26,26,0,0,676,0,0,apartment,23,25.6,125,125,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Γ,1,1,0,1,1,1,2,0,0,1,1,37.8658167,23.7449917,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V6NDPS4SC7CWMKRMXH5BC,26,26,0,0,676,0,0,apartment,21,27.2,125,125,0,0,0,0,0,0,0,1,0,1,,,Δ,1,1,0,1,1,1,2,0,1,0,1,37.8658683,23.7485239,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V4FVJM9443FK3KPW6FEN7,26,26,0,0,676,0,0,apartment,21,23.2,125,125,0,0,0,0,0,0,0,1,0,1,,,Δ,1,1,0,1,1,1,2,0,1,0,1,37.8658683,23.7485239,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VGFSW3DC6ZP49YWBT0DWK,26,1,25,1,676,650,82.39592165010822,maisonette,8,18.095238095238095,105,105,0,0,0,0,0,0,0,1,0,0,autonomous_central,oil,Γ,2,1,0,0,1,1,3,0,0,4,2,37.8663704,23.7546134,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5V4FVMP99DD865X9QRKY34,26,26,0,0,676,0,0,apartment,12,15.714285714285714,140,140,0,0,0,1,0,0,0,1,0,1,autonomous_central,oil,Γ,2,0,0,1,1,1,3,0,0,6,1,37.8664337,23.7457233,3200,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TQM8SXFA30S9JFD7K3GXB,26,5,21,1,676,546,69.2125741860909,maisonette,13,21.5,200,200,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Δ,3,1,0,1,0,1,3,0,1,0,1,37.8664674,23.7477336,3200,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TRPCJMHP7CE9WRJEDCK3B,26,5,21,1,676,546,69.2125741860909,maisonette,13,24,200,200,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Δ,3,1,0,1,1,1,3,0,1,0,1,37.8664674,23.7477336,3200,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TRPCJMHP7CE9WRPBAXEYH,26,3,23,1,676,598,75.80424791809958,apartment,5,21.6,250,250,0,0,0,0,0,0,0,0,0,0,autonomous_central,oil,Γ,4,1,0,1,1,1,5,0,0,2,1,37.8665508,23.747702,3200,1.3,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3VMJXAXWPYH5QCHSXR7VCP,26,26,0,0,676,0,0,apartment,14,23.783783783783782,185,185,0,0,0,0,0,0,0,1,0,1,autonomous_individual,natural_gas,Γ,3,0,0,1,1,1,3,0,1,2,1,37.8669133,23.7435882,3350,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KR3W1XGCD0YRER550440KCG2,26,26,0,0,676,0,0,apartment,0,11.2,125,125,0,0,0,0,0,0,0,0,0,0,autonomous_central,natural_gas,Δ,1,0,0,1,1,1,3,0,0,2,1,37.867238,23.7570485,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5VNHYPGXVC48B96MWF9K0G,26,26,0,0,676,0,0,apartment,10,11.904761904761905,105,105,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Δ,1,0,0,0,0,1,2,0,0,0,1,37.8672562,23.7599793,3800,2.4,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
property_01KP5TW5FM91EVH80HF9ZD6VVH,26,2,24,1,676,624,79.1000847841039,apartment,32,24.6875,160,160,0,0,0,0,0,0,0,1,0,1,autonomous_central,oil,Δ,3,1,0,1,1,1,3,0,1,2,1,37.8674726,23.747438,3800,1,0,Περιφερειακή Ενότητα Νοτίου Τομέα Αθηνών
